Region,Site,Plant,Rep,Row,OrderGard,Unique,Biomass_g,codedup,Chemo,a_thujene,a_pinene,sabinene,b_pinene,octen_3_ol,myrcene,a_phellandrene,carene,a_terpinene,p_cymene,limonene,beta_ocimene,gama_terpinene,cis_sab_hydrate,trans_sab_hydrate,borneol,terp_4_ol,cym_8_ol,a_terpineol,nerol,isoborneol_formate,thymoquinone,geraniol,geranial,thymol,carvacrol,eugenol,caryophyllene,germ_D,total,totTC
MT,NH,5,A,1,1,97,0.6288,5A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,CWN,47,A,1,2,125,0.5245,47A,T,0.39,0.047,0.035,0.015,0.449,0.394,0.07,0.024,0.636,2.044,0.162,0.01,1.365,0.235,0.045,0.007,0.048,0,0.022,0,0.049,17.701,0,0,24.514,2.122,0,0,0,50.383,26.636
MT,NH,221,A,1,3,47,0.585,221A,T,0.559,0.077,0.058,0.019,0.125,0.646,0.114,0.033,1.061,2.694,0.266,0.015,2.738,0.225,0.039,0.012,0.031,0,0.022,0,0.058,9.674,0,0,41.448,3.303,0.011,0,0.008,63.236,44.751
MT,BF,216,A,1,4,201,0.9244,216A,C,0.791,0.099,0.089,0.029,0.053,0.894,0.141,0.042,1.221,3.657,0.353,0.028,7.627,0.255,0.058,0.014,0.043,0,0.021,0,0.668,8.7,0,0,0.059,46.149,0,0,0.028,71.016,46.208
MT,CWN,50,B,1,5,69,0.476,50B,T,0.792,0.15,0.087,0.037,0.398,0.785,0.14,0.046,1.154,2.743,0.29,0.014,3.905,0.303,0.049,0.017,0.048,0,0.018,0,0.512,13.041,0,0,35.268,2.67,0,0,0.108,62.578,37.938
MT,BF,125,B,1,6,70,0.709,125B,C,0.767,0.142,0.136,0.047,0.184,0.86,0.151,0.042,1.141,3.082,0.334,0.036,7.227,0.315,0.036,0,0.064,0,0.028,0,0.144,9.142,0,0,0.322,54.356,0,0,0.083,78.639,54.678
WI,BOL,16,B,1,7,207,1.7777,16B,T,0.065,0.013,0.001,0,0.075,0.095,0.003,0,0.086,0.863,0.032,0,0.509,0.019,0,0,0,0,0,0,0.002,2.535,0,0,3.787,0.125,0,0,0,8.211,3.912
MT,MJS,194,A,1,8,83,0.335,194A,T,0.635,0.101,0.074,0.028,0.137,0.709,0.103,0.032,1.04,3.098,0.276,0.016,2.919,0.338,0.064,0.021,0.05,0,0.035,0,0.079,13.856,0,0,48.346,4.086,0.074,0,0.041,76.16,52.432
WI,SRD,182,A,1,9,50,0.671,182A,T,0.014,0,0,0,0.028,0.016,0,0,0.01,0.31,0.017,0,0.065,0.01,0,0,0,0,0,0,0.024,0.527,0,0,0.677,0,0,0,0,1.698,0.677
WI,BEN,209,A,1,10,208,2.479,209A,T,0.843,0.144,0.155,0.044,0.735,0.934,0.166,0.055,1.328,3.829,0.435,0.032,6.127,0.363,0.067,0.03,0.051,0,0.046,0,0.328,12.509,0,0,60.458,3.723,0,0.051,0.069,92.525,64.181
MT,MS,158,C,1,11,58,0.661,158C,T,0.552,0.08,0.067,0.024,0.203,0.549,0.101,0.034,1.013,2.445,0.238,0.017,4.38,0.286,0.04,0.011,0.033,0,0.026,0,0.032,10.267,0,0,40.483,2.999,0.054,0,0.026,63.96,43.482
MT,MS,217,A,1,12,53,0.403,217A,T,0.35,0.059,0.042,0.02,0.179,0.374,0.061,0.022,0.542,1.799,0.174,0.004,1.325,0.239,0.054,0.017,0.033,0,0.022,0,0.029,11.655,0,0,25.045,1.992,0.008,0,0.086,44.131,27.037
MT,NH,6,A,1,13,68,0.661,6A,T,0.456,0.054,0.045,0.017,0.243,0.501,0.084,0.021,0.949,2.386,0.211,0.011,3.159,0.212,0.032,0.005,0.035,0,0.02,0,0.352,12.606,0,0,37.342,2.005,0.024,0,0,60.77,39.347
MT,NH,222,B,1,14,45,0.484,222B,T,0.165,0.031,0.021,0.007,0.032,0.228,0.044,0.015,0.446,1.211,0.113,0.006,2.122,0.14,0.024,0.009,0.02,0,0.02,0,0.128,10.559,0,0,10.404,0.654,0,0,0,26.397,11.058
WI,STB,134,B,1,15,203,0.9998,134B,T,0.025,0.005,0.003,0,0.155,0.034,0.003,0,0.025,0.973,0.02,0,0.232,0.023,0,0,0,0.012,0,0,0.079,1.657,0,0,2.552,0,0,0,0,5.797,2.552
WI,UWM,38,B,1,16,156,1.7749,38B,C,0.175,0.023,0.009,0.006,0.431,0.173,0.021,0.009,0.154,1.061,0.076,0.004,1.014,0.046,0.007,0.003,0.007,0.004,0.003,0.001,0.01,2.392,0,0,0.022,12.549,0.032,0.002,0.001,18.237,12.571
WI,BEN,172,B,1,17,154,2.2859,172B,T,0.1,0.014,0.005,0.005,0.378,0.12,0.019,0.006,0.18,0.802,0.052,0,0.729,0.045,0.003,0.003,0.01,0,0.005,0,0.009,3.723,0,0,7.018,0.63,0,0,0.008,13.866,7.648
WI,BEN,170,B,1,18,76,0.824,170B,G,0,0,0,0,0.523,0.261,0,0,0.012,0.042,0.005,0.02,0.169,0.008,0.207,0,0,0,0,0.102,0.054,0,59.713,0.771,0,0,0,0.058,0.082,62.025,0
WI,STB,198,A,1,19,159,1.1102,198A,C,0.012,0,0,0,0.126,0.017,0,0,0.004,0.828,0.008,0,0.119,0.013,0,0,0,0.011,0,0,0.082,0.488,0,0,0,0.815,0,0,0,2.524,0.815
WI,SDA,114,B,1,20,3,0.844,114B,T,0.217,0.028,0.017,0,0.343,0.315,0.038,0.013,0.336,2.138,0.134,0.006,1.513,0.161,0.039,0.003,0.028,0.012,0.016,0,0.722,5.992,0,0,28.799,0.135,0,0,0,41.004,28.934
MT,BF,123,B,2,21,84,0.526,123B,C,0.648,0.112,0.074,0.032,0.105,0.731,0.116,0.036,0.907,2.774,0.291,0.027,4.564,0.258,0.04,0.016,0.033,0,0.024,0,0.061,5.327,0,0,0.121,53.139,0,0,0.045,69.478,53.26
MT,CWN,54,B,2,22,52,1.162,54B,T,0.396,0.047,0.044,0.013,0.227,0.465,0.08,0.024,0.972,2.489,0.19,0.008,4.311,0.37,0.059,0.018,0.071,0,0.039,0,0.266,18.649,0,0,26.454,1.659,0.082,0,0.018,56.954,28.113
WI,UWM,35,A,2,23,149,3.0557,35A,C,0.229,0.038,0.024,0.008,0.816,0.268,0.038,0.012,0.359,1.202,0.101,0.005,2.865,0.074,0.003,0,0.007,0,0.004,0,0.297,3.553,0,0,0.023,13.626,0,0.035,0.061,23.65,13.649
WI,BEN,208,E,2,24,116,0.5653,208E,C,0.148,0.018,0.011,0,0.13,0.141,0.022,0.007,0.219,0.76,0.068,0,1.305,0.043,0.008,0,0.009,0,0.003,0,0.007,3.602,0,0,0.08,6.287,0,0,0.013,12.883,6.367
WI,BOL,22,A,2,25,345,3.701,22A,T,0.298,0.049,0.028,0.015,1.251,0.303,0.045,0.016,0.434,1.343,0.137,0.014,1.761,0.116,0.024,0,0.027,0,0.011,0,0.601,5.472,0,0,23.478,0.328,0,0.02,0.026,35.797,23.806
WI,SRD,175,B,2,26,24,0.842,175B,T,0.284,0.053,0.032,0.016,0.638,0.31,0.051,0.016,0.458,1.323,0.132,0.007,1.192,0.109,0.012,0,0.013,0,0.007,0,0.365,6.576,0,0,26.066,0.764,0.01,0.04,0.1,38.574,26.83
MT,BF,126,B,2,27,118,0.7872,126B,C,0.354,0.054,0.059,0.019,0.311,0.508,0.081,0.028,0.601,2.057,0.191,0.031,3.653,0.178,0.032,0.008,0.025,0,0.022,0,0.059,3.648,0,0,0.115,44.844,0,0,0.019,56.896,44.959
WI,STB,142,A,2,28,158,1.764,142A,C,0.057,0.01,0.008,0,0.147,0.09,0.01,0,0.117,0.409,0.032,0,0.644,0.031,0.011,0,0,0,0,0,0,2.444,0,0,0.009,6.694,0.021,0.006,0.014,10.755,6.703
WI,SDA,207,A,2,29,67,0.378,207A,T,0.173,0.023,0.019,0.007,0.495,0.233,0.04,0.011,0.369,1.213,0.116,0,1.214,0.088,0.014,0.006,0.015,0,0.014,0,0.27,6.942,0,0,10.143,0.298,0,0,0,21.705,10.441
MT,NH,6,B,2,30,205,0.9422,6B,T,0.299,0.029,0.024,0.01,0.018,0.278,0.048,0.013,0.574,1.681,0.125,0.006,2.489,0.089,0.014,0,0.017,0.001,0.008,0,0.09,9.837,0,0,5.086,0.276,0,0,0,21.013,5.362
WI,BEN,208,C,2,31,180,1.9555,208C,C,0.08,0.028,0.02,0.006,0.139,0.157,0.025,0.01,0.209,0.799,0.073,0,0.897,0.04,0,0,0,0,0,0,0,2.731,0,0,0.074,8.6,0,0,0.011,13.899,8.674
WI,STB,199,B,2,32,106,0.6441,199B,T,0.67,0.137,0.071,0.034,0.405,0.595,0.103,0.041,0.846,2.127,0.236,0.012,2.115,0.236,0.04,0.015,0.036,0,0.025,0,0.782,7.616,0,0,23.177,1.028,0.016,0.14,0.138,40.643,24.205
MT,MPG,204,B,2,33,64,0.672,204B,T,0.9,0.144,0.096,0.041,0.309,0.912,0.149,0.049,1.324,3.7,0.391,0.023,3.663,0.514,0.103,0.029,0.063,0,0.053,0,0.123,12.579,0,0,69.259,5.174,0.03,0,0.064,99.689,74.433
MT,MJS,197,B,2,34,114,0.7006,197B,T,0.215,0.03,0.028,0.008,0.04,0.25,0.043,0.011,0.5,1.151,0.098,0.008,3.046,0.118,0.018,0,0.012,0,0.014,0,0.016,8.005,0,0,11.821,0.807,0,0,0.002,26.24,12.628
MT,MS,158,A,2,35,124,0.2028,158A,T,0.225,0.04,0.037,0.011,0.521,0.299,0.046,0.013,0.51,2.209,0.131,0.011,2.012,0.28,0.048,0.021,0.052,0,0.025,0,0.063,8.675,0,0,42.781,2.987,0.037,0,0.021,61.057,45.768
MT,BF,127,B,2,36,36,0.196,127B,C,0.196,0.025,0.036,0.008,0.092,0.288,0.049,0.009,0.546,1.651,0.118,0.007,3.994,0.099,0.012,0.008,0.016,0,0.013,0,0.189,4.602,0,0,0.048,12.168,0,0,0,24.173,12.216
MT,CWN,226,B,2,37,46,0.412,226B,C,0.107,0.019,0.012,0.006,0.15,0.121,0.017,0.007,0.099,0.902,0.046,0.002,0.718,0.206,0.038,0.012,0.032,0,0.016,0,0.039,2.464,0,0,0.181,28.229,0,0,0,33.424,28.41
MT,BF,214,B,2,38,NA,NA,214B,C,0.929,0.171,0.101,0,0.099,0.859,0.137,0.052,0.847,3.113,0.326,0.028,4.403,0.342,0,0.023,0.058,0,0.036,0,0.149,5.357,0,0,0.163,68.436,0.015,0,0.112,85.757,68.599
MT,BF,216,B,2,39,54,0.411,216B,C,0.152,0.029,0.015,0.008,0.018,0.198,0.019,0.009,0.109,3.214,0.119,0,2.111,0.105,0.02,0,0.017,0.066,0.005,0,1.432,4.023,0,0,0.012,7.032,0,0,0,18.715,7.044
WI,SDA,227,A,2,40,272,1.247,227A,T,0,0,0,0,0.073,0.02,0.007,0,0.032,0.119,0.004,0,0.081,0.012,0,0,0,0,0,0,0.018,1.37,0,0,1.972,0,0,0,0,3.709,1.972
MT,CWN,225,A,3,41,181,1.2274,225A,T,0.408,0.084,0.044,0.019,0.151,0.409,0.066,0.029,0.562,1.611,0.179,0.012,1.786,0.155,0.03,0.009,0.024,0,0.015,0,0.539,5.28,0,0,28.889,1.325,0,0,0.105,41.732,30.214
WI,BEN,162,B,3,42,162,2.449,162B,C,0.096,0.017,0.012,0.004,0.332,0.136,0.018,0.007,0.121,0.971,0.066,0.006,1.151,0.055,0.01,0.003,0.006,0.007,0.008,0,0.437,2.13,0,0,0.109,13.999,0.02,0,0.011,19.733,14.108
WI,STB,134,A,3,43,168,2.1425,134A,T,0.648,0.119,0.07,0.035,0.702,0.612,0.106,0.033,0.953,2.291,0.273,0.016,1.797,0.24,0.044,0.018,0.037,0,0.025,0,0.759,6.859,0,0,40.814,1.811,0.026,0.097,0.146,58.529,42.625
WI,SRD,177,A,3,44,123,1.5784,177A,T,0.633,0.127,0.069,0.031,0.609,0.627,0.108,0.045,0.877,2.337,0.256,0.014,2.292,0.261,0.048,0.013,0.039,0,0.029,0,0.561,8.91,0,0,37.149,2.179,0,0.078,0.129,57.42,39.328
MT,MJS,55,B,3,45,30,0.893,55B,T,0.363,0.046,0.043,0.014,0.061,0.442,0.059,0.018,0.678,2.687,0.184,0.008,1.609,0.362,0.057,0.017,0.047,0,0.036,0,0.035,13.758,0,0,41.462,3.273,0.014,0,0,65.276,44.735
MT,MS,156,C,3,46,59,0.681,156C,T,0.25,0.048,0.023,0.011,0.187,0.247,0.038,0.016,0.346,1.15,0.106,0.004,0.674,0.133,0.03,0.01,0.02,0,0.013,0,0.022,5.013,0,0,20.535,1.486,0,0.007,0.031,30.398,22.021
MT,MS,160,A,3,47,92,0.197,160A,T,0.302,0.043,0.043,0.015,0.238,0.322,0.056,0.015,0.547,1.468,0.149,0.009,1.249,0.155,0.025,0.011,0.023,0.002,0.016,0,0.042,4.935,0,0,38.06,2.733,0.006,0.002,0.014,50.481,40.793
MT,MS,157,E,3,48,127,0.6179,157E,T,0.064,0.011,0.009,0.003,0.014,0.077,0.015,0.004,0.136,0.488,0.031,0,0.352,0.047,0.005,0,0.005,0,0.004,0,0.002,6.006,0,0,7.368,0.455,0,0,0,15.095,7.823
MT,NH,2,A,3,49,26,0.696,2A,T,0.254,0.036,0.018,0.01,0.202,0.341,0.041,0.02,0.403,1.963,0.164,0.005,1.062,0.174,0.042,0.01,0.028,0,0.028,0,0.49,11.419,0,0,17.652,0.568,0.023,0,0,34.953,18.22
MT,BF,124,B,3,50,29,0.454,124B,C,0.429,0.059,0.069,0.022,0.446,0.595,0.094,0.027,0.897,2.349,0.244,0.027,6.132,0.227,0.047,0.011,0.053,0,0.032,0,0.623,4.461,0,0,0.53,43.737,0,0,0,61.109,44.267
WI,BEN,209,E,3,51,173,1.2159,209E,C,0.032,0.008,0.004,0.003,0.226,0.045,0.008,0.004,0.053,0.36,0.026,0.002,0.3,0.029,0.006,0,0.004,0.002,0.003,0,0.008,1.188,0,0,0.025,6.317,0.011,0,0.007,8.672,6.342
WI,SDA,117,A,3,52,343,0.761,117A,T,0.032,0.006,0.004,0,0.306,0.034,0.007,0,0.056,0.219,0.012,0,0.109,0.035,0.008,0,0,0,0,0,0.065,3.448,0,0,3.937,0.101,0,0,0,8.375,4.038
MT,MJS,64,B,3,53,138,0.996,64B,T,0.102,0.013,0.006,0,0,0.104,0.017,0.01,0.147,0.625,0.047,0,0.192,0.029,0,0,0,0,0.003,0,0,4.817,0,0,5.916,0.273,0,0,0,12.3,6.189
WI,SDA,115,A,3,54,165,2.1045,115A,T,0.105,0.017,0,0,0.241,0.129,0.01,0.001,0.129,0.704,0.054,0,0.39,0.042,0.005,0,0.003,0,0,0,0.278,1.353,0,0,14.915,0.168,0,0,0,18.542,15.083
WI,UWM,41,B,3,55,339,2.407,41B,T,0.092,0.016,0.012,0.003,0.636,0.109,0.016,0.005,0.166,0.695,0.046,0,0.351,0.088,0.013,0.002,0.011,0.001,0.007,0,0.061,4.091,0,0,13.269,0.864,0.029,0,0,20.582,14.133
MT,MS,159,E,3,56,202,1.6561,159E,T,0.087,0.013,0.008,0.003,0.046,0.094,0.014,0.004,0.119,0.514,0.044,0.002,0.259,0.042,0.007,0.004,0.006,0,0.006,0,0.016,2.241,0,0,9.313,0.576,0.018,0,0,13.437,9.889
MT,BF,128,B,3,57,85,0.39,128B,C,0.05,0.009,0.006,0,0.218,0.068,0.01,0.003,0.095,0.523,0.023,0,0.6,0.104,0.02,0.009,0.015,0,0.01,0,0.018,3.339,0,0,0.036,9.909,0.022,0,0,15.09,9.945
MT,NH,221,B,3,58,115,0.8217,221B,T,0.273,0.044,0.027,0.013,0.089,0.249,0.039,0.015,0.299,1.389,0.127,0,0.711,0.136,0.033,0.011,0.026,0,0.015,0,0.029,5.781,0,0,24.961,1.523,0,0,0.007,35.798,26.484
MT,MS,161,B,3,59,60,0.885,161B,T,0.252,0.043,0.037,0.014,0.14,0.311,0.056,0.017,0.539,1.464,0.145,0.01,1.663,0.142,0.031,0.012,0.026,0.002,0.015,0,0.024,5.68,0,0,27.99,1.82,0.007,0,0.006,40.448,29.81
MT,MJS,64,A,3,60,94,0.787,64A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,NH,10,B,4,61,25,0.195,10B,T,0.286,0.037,0.013,0,0.065,0.284,0.033,0.004,0.372,1.665,0.125,0,0.419,0.044,0.001,0,0.001,0,0,0,0,5.952,0,0,12.456,1.014,0,0,0,22.772,13.47
MT,BF,132,A,4,62,80,0.424,132A,C,0.123,0.023,0.011,0.006,0.025,0.137,0.021,0.007,0.152,0.609,0.055,0,0.923,0.032,0,0,0.008,0,0,0,0.006,2.167,0,0,0.019,7.925,0,0,0,12.25,7.944
WI,UWM,42,A,4,63,198,0.7106,42A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BEN,171,E,4,64,78,1.177,171E,T,0.097,0.012,0.008,0,0.155,0.106,0.018,0.006,0.127,0.473,0.047,0,0.156,0.024,0,0,0,0,0,0,0.051,2.688,0,0,4.911,0.192,0,0,0.009,9.079,5.103
MT,BF,213,B,4,65,335,1.108,213B,C,0.172,0.03,0.02,0.009,0.154,0.214,0.026,0.014,0.169,1.256,0.086,0.007,0.728,0.117,0.022,0.014,0.024,0,0.013,0,0.019,5.061,0,0,0.146,20.503,0.009,0,0.021,28.834,20.649
MT,MS,158,B,4,66,139,0.7112,158B,T,0.191,0.034,0.021,0.008,0.015,0.171,0.033,0.01,0.287,0.619,0.067,0.004,0.932,0.06,0.011,0.005,0.012,0,0.007,0,0.03,4.351,0,0,8.854,0.579,0.004,0,0.018,16.324,9.433
MT,CWN,49,A,4,67,43,0.867,49A,C,0.091,0.012,0.007,0,0.144,0.091,0.014,0.004,0.093,0.614,0.032,0,0.332,0.061,0.011,0.003,0.009,0,0.009,0,0.011,4.954,0,0,0.012,10.149,0,0,0,16.652,10.161
WI,STB,138,B,4,68,143,2.6318,138B,T,0.517,0.094,0.051,0,0.856,0.495,0.081,0.025,0.675,1.953,0.195,0.008,1.565,0.189,0.042,0.001,0.016,0,0.008,0,0.764,6.857,0,0,30.349,0.444,0,0.052,0.092,45.329,30.793
MT,MS,160,B,4,69,117,0.7522,160B,T,0.136,0.026,0.019,0.006,0.068,0.187,0.029,0.009,0.277,0.869,0.081,0.004,0.594,0.06,0.01,0.005,0.01,0,0.007,0,0.01,4.727,0,0,11.026,1.016,0.141,0,0.006,19.32,12.042
MT,CWN,52,B,5,82,102,1.358,52B,C,0.213,0.021,0.019,0.006,0.185,0.245,0.035,0.012,0.213,1.376,0.112,0.005,0.735,0.07,0.012,0.004,0.016,0.002,0.007,0,0.456,5.284,0,0,0.014,13.796,0,0,0,22.839,13.81
WI,BEN,171,C,5,83,144,1.4127,171C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,BF,121,B,4,70,186,1.4423,121B,C,0.078,0.01,0.007,0,0.042,0.096,0.013,0.003,0.108,0.462,0.036,0,0.412,0.026,0,0,0.006,0,0,0,0.221,1.937,0,0,0.011,6.277,0,0,0,9.748,6.288
WI,BEN,165,B,4,71,195,2.2774,165B,C,0.063,0.018,0.021,0.012,0.24,0.105,0.019,0.007,0.158,0.516,0.043,0,1.069,0.053,0,0,0,0,0.013,0,0,3.746,0,0,0.027,8.3,0,0,0.021,14.43,8.327
MT,BF,213,A,4,72,110,0.1309,213A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,CWN,225,B,4,73,28,0.526,225B,C,0.195,0.029,0.02,0.007,0.265,0.249,0.035,0.013,0.261,1.169,0.098,0.008,2.047,0.118,0.022,0.006,0.02,0,0.01,0,0.64,2.767,0,0,0.136,24.285,0,0,0.006,32.406,24.421
WI,BEN,165,A,4,74,191,1.2077,165A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BEN,167,E,4,75,142,0.6079,167E,C,0.1,0.014,0.008,0.004,0.292,0.127,0.018,0.006,0.114,0.754,0.053,0.004,0.601,0.036,0.012,0,0.006,0.005,0.008,0,0.017,1.888,0,0,0.063,14.095,0,0,0.011,18.238,14.158
MT,MS,155,E,4,76,112,1.418,155E,T,0.529,0.083,0.074,0.031,0.102,0.701,0.131,0.032,1.254,3.013,0.297,0.027,4.303,0.266,0.063,0.022,0.038,0.001,0.038,0,0.096,11.947,0,0.003,45.843,3.723,0.134,0.011,0.019,72.78,49.566
MT,NH,223,B,4,77,284,1.385,223B,T,0.072,0.019,0.005,0.002,0.029,0.07,0.009,0.003,0.09,0.482,0.033,0,0.205,0.063,0.012,0.003,0.01,0,0.008,0,0.008,2.145,0,0,10.442,0.577,0.004,0,0,14.295,11.019
WI,BEN,173,C,4,78,88,0.388,173C,T,0.298,0.053,0.03,0.015,0.34,0.317,0.056,0.017,0.459,1.442,0.146,0.01,1.405,0.119,0.022,0.011,0.018,0,0.012,0,0.033,6.251,0,0,16.232,1.209,0,0.014,0.047,28.554,17.441
MT,NH,12,B,10,197,101,0.094,12B,T,0.23,0.031,0.03,0.012,0.93,0.231,0.033,0.01,0.355,1.72,0.111,0.012,1.243,0.4,0.074,0.023,0.041,0,0.032,0,0.033,6.206,0,0,37.32,2.912,0.013,0.008,0.009,52.019,40.232
WI,SRD,185,B,4,79,166,1.1687,185B,T,0.335,0.061,0.031,0.02,0.574,0.337,0.054,0.02,0.533,1.393,0.147,0.011,1.482,0.126,0.018,0,0.015,0,0.011,0,0.343,5.99,0,0,22.017,0.665,0.012,0.036,0.071,34.303,22.682
WI,UWM,36,A,5,84,132,3.0396,36A,C,0.056,0.014,0.006,0.002,0.283,0.083,0.014,0.005,0.088,0.521,0.033,0,0.267,0.029,0.006,0,0.006,0,0.002,0,0.005,2.877,0,0,0,5.856,0.001,0.002,0,10.154,5.856
WI,BEN,172,E,5,85,341,2.274,172E,C,0.092,0.018,0.008,0.004,0.09,0.092,0.014,0.005,0.128,0.351,0.034,0.003,0.519,0.022,0,0,0,0,0,0,0.048,1.454,0,0,0.011,3.971,0,0,0,6.864,3.982
MT,MS,151,A,4,80,95,0.253,151A,T,0.208,0.04,0.023,0.009,0.021,0.181,0.038,0.013,0.337,0.724,0.076,0.009,1.041,0.082,0.016,0,0.013,0,0.008,0,0,4.189,0,0,8.959,0.617,0.001,0,0.028,16.633,9.576
